842501082340504; 9.968048734011861e-14; 0; Median
878278761564764.4; 1.2515755155823015e-13; 0; Standard error +1
878278761564764.4; 7.938953289399148e-14; 0; Standard error -1
604053160101525.4; 1.242973007934432e-13; 0; Confidence left
1224976303560145.5; 7.993898091862419e-14; 0; Confidence right
740734109090146300; 4.966823340085372e-14; 1; Median
725489926665621600; 6.410723744261071e-14; 1; Standard error +1
710559466931796200; 3.542468807255928e-14; 1; Standard error -1
520158955293871700; 6.366660641913873e-14; 1; Confidence left
1011874597825443100; 3.5669859245321764e-14; 1; Confidence right
4.168171254321836e+22; 5.046269485399689e-12; 2; Median
4.168171254321836e+22; 6.64943692550867e-12; 2; Standard error +1
4.168171254321836e+22; 3.359264133496558e-12; 2; Standard error -1
2.9884792682080555e+22; 3.405923386451997e-12; 2; Confidence left
5.693900901654303e+22; 3.405923386451997e-12; 2; Confidence right
1.3356083574258907e+23; 2.1604342954675357e-12; 3; Median
1.3356083574258907e+23; 2.7693257957021806e-12; 3; Standard error +1
1.308121763790654e+23; 1.5302874745127408e-12; 3; Standard error -1
9.378920713314523e+22; 2.7693257957021806e-12; 3; Confidence left
1.8244983630936753e+23; 2.7693257957021806e-12; 3; Confidence right
4.1053556691763035e+23; 2.479980571430667e-12; 4; Median
4.020868145285542e+23; 3.0291009087984518e-12; 4; Standard error +1
4.020868145285542e+23; 1.8562784613668887e-12; 4; Standard error -1
2.943441993472034e+23; 1.8435196230373888e-12; 4; Confidence left
5.6080921152405854e+23; 1.8435196230373888e-12; 4; Confidence right

