8.236265485101991e+24; 1.2096391283370362e-12; 0; Median
5.101020810300355e+24; 1.197902328807089e-12; 0; Confidence left
1.2525481320798391e+25; 1.197902328807089e-12; 0; Confidence right
7613885218719706000; 7.490173366221742e-12; 1; Median
4858896646112181000; 7.490173366221742e-12; 1; Confidence left
11578982884692056000; 7.490173366221742e-12; 1; Confidence right
1368636044323999.8; 2.885336548379678e-13; 2; Median
984549644366559; 2.885336548379678e-13; 2; Confidence left
1902559848089745; 2.885336548379678e-13; 2; Confidence right
1542788112263375; 2.4927585630286414e-13; 3; Median
1109828645505317.9; 2.517182096423022e-13; 3; Confidence left
2144651040483342; 2.517182096423022e-13; 3; Confidence right
1178324981813950.5; 1.8246470184137354e-13; 4; Median
822640627316654.5; 1.8246470184137354e-13; 4; Confidence left
1638005814400127; 1.8246470184137354e-13; 4; Confidence right

