7.415319536585735e+24; 1.4849682622544757e-12; 0; Median
4.504842936345402e+24; 1.4849682622544757e-12; 0; Confidence left
1.1779296585830436e+25; 1.5023380843318703e-12; 0; Confidence right
4.100750317093217e+22; 1.3530477745798241e-11; 1; Median
2.491225901801003e+22; 1.3530477745798241e-11; 1; Confidence left
6.28625630337523e+22; 1.337404026110838e-11; 1; Confidence right
1128668699190016.2; 5.789302765393172e-12; 2; Median
736271049529356; 5.789302765393172e-12; 2; Confidence left
1730195738845890.8; 5.789302765393172e-12; 2; Confidence right
879713735475612.9; 2.5353644939701373e-12; 3; Median
534430402858678.25; 2.5060509655301055e-12; 3; Confidence left
1255881521250690.8; 2.5353644939701373e-12; 3; Confidence right
25018910773474.203; 7.220809018385574e-11; 4; Median
15749940286401.11; 7.220809018385574e-11; 4; Confidence left
37011477754052.35; 7.220809018385574e-11; 4; Confidence right
11846582237417.031; 5.5261700198541775e-11; 5; Median
8008018105575.635; 5.5261700198541775e-11; 5; Confidence left
18818394138577.73; 5.5261700198541775e-11; 5; Confidence right
5223917257095.501; 3.470595828181118e-11; 6; Median
3173555318765.7876; 3.470595828181118e-11; 6; Confidence left
7727950233348.703; 3.470595828181118e-11; 6; Confidence right
3062565199387.5166; 5.3991231351259855e-11; 7; Median
1927950399211.788; 5.3991231351259855e-11; 7; Confidence left
4530575482432.397; 5.3991231351259855e-11; 7; Confidence right

