704646235416382.8; 9.434751606939937e-14; 0; Median
473701706811767.6; 9.548403205834387e-14; 0; Confidence left
986974840912015.8; 9.359736404861898e-14; 0; Confidence right
560624951233256.75; 1.5110359034690958e-13; 1; Median
390737398200959.4; 1.517079046528992e-13; 1; Confidence left
794755636748851.6; 1.517079046528992e-13; 1; Confidence right
7120843834132212000; 7.668121643166465e-12; 2; Median
4617283391429304000; 7.624175060764764e-12; 2; Confidence left
10793209201374024000; 7.624175060764764e-12; 2; Confidence right
1.297369621041564e+24; 9.519022561389113e-13; 3; Median
8.412378284532498e+23; 9.4644683264872e-13; 3; Confidence left
2.0357969168545836e+24; 9.4644683264872e-13; 3; Confidence right
7.597925689702289e+24; 1.3594168959704721e-12; 4; Median
4.841994744731764e+24; 1.3594168959704721e-12; 4; Confidence left
1.192245713381841e+25; 1.3672527242615186e-12; 4; Confidence right

