7.700252654441381e+24; 2.3174308020009925e-12; 0; Median
4.922255796792606e+24; 2.294945401098822e-12; 0; Confidence left
1.1692024536331574e+25; 2.294945401098822e-12; 0; Confidence right
4.28698280229188e+22; 2.294945401098822e-12; 1; Median
2.6598361987448616e+22; 2.294945401098822e-12; 1; Confidence left
6.706447625985391e+22; 2.294945401098822e-12; 1; Confidence right
7276797651486651000; 7.613874097201348e-12; 2; Median
4514851282822533000; 7.613874097201348e-12; 2; Confidence left
11049052609725493000; 7.613874097201348e-12; 2; Confidence right

