1.2817599322880332e+24; 1.7782794100389374e-12; 0; Median
1.2817599322880332e+24; 2.456087882417349e-12; 0; Standard error +1
1.2817599322880332e+24; 1.0577675602831825e-12; 0; Standard error -1
9.101391721537725e+23; 1.0577675602831825e-12; 0; Confidence left
1.8051179141440793e+24; 1.0727235250077644e-12; 0; Confidence right
4.016822981445635e+23; 2.8898412352282773e-12; 1; Median
4.016822981445635e+23; 3.546473736089075e-12; 1; Standard error +1
4.016822981445635e+23; 2.24274105288394e-12; 1; Standard error -1
2.8966492521596855e+23; 2.24274105288394e-12; 1; Confidence left
5.407064946790124e+23; 2.24274105288394e-12; 1; Confidence right
1.2603031168952228e+23; 5.5536684075266965e-12; 2; Median
1.2603031168952228e+23; 6.304162093616437e-12; 2; Standard error +1
1.2603031168952228e+23; 4.8450482120524044e-12; 2; Standard error -1
9.362592410763494e+22; 4.8450482120524044e-12; 2; Confidence left
1.747679502362206e+23; 4.8450482120524044e-12; 2; Confidence right
4.073570311872298e+22; 9.587542830166646e-12; 3; Median
4.073570311872298e+22; 1.0365318605529138e-11; 3; Standard error +1
4.073570311872298e+22; 8.868128517655637e-12; 3; Standard error -1
2.937571421994338e+22; 9.587542830166646e-12; 3; Confidence left
5.322874424607285e+22; 9.494517509187532e-12; 3; Confidence right
724222400734235600; 2.017799679797209e-13; 4; Median
724222400734235600; 2.4522593306449936e-13; 4; Standard error +1
724222400734235600; 1.5357282141943998e-13; 4; Standard error -1
522258084355293500; 2.42846572519277e-13; 4; Confidence left
974879295099279900; 2.42846572519277e-13; 4; Confidence right
436956129214157950; 1.251386884476562e-13; 5; Median
436956129214157950; 1.5507749619542322e-13; 5; Standard error +1
436956129214157950; 9.80688686784045e-14; 5; Standard error -1
315101922778595800; 1.5357282141943998e-13; 5; Confidence left
643043564955222400; 9.711733311309129e-14; 5; Confidence right
288222171166626300; 8.55557735864013e-14; 6; Median
288222171166626300; 1.0499583862813399e-13; 6; Standard error +1
288222171166626300; 6.63979195100347e-14; 6; Standard error -1
207845488940411360; 6.63979195100347e-14; 6; Confidence left
399681611448498560; 6.704847260752352e-14; 6; Confidence right

