7.693181127319906e+24; 1.7987939789374107e-12; 0; Median
4.7858920032128957e+24; 1.7987939789374107e-12; 0; Confidence left
1.165416433875005e+25; 1.8163643608992107e-12; 0; Confidence right
1.3364521428245866e+24; 3.130470325486256e-12; 1; Median
8.822227063126426e+23; 3.130470325486256e-12; 1; Confidence left
2.0855112335239889e+24; 3.130470325486256e-12; 1; Confidence right
7401253813775154000; 7.806115775472693e-12; 2; Median
4604285386614271500; 7.806115775472693e-12; 2; Confidence left
11211932597326737000; 7.806115775472693e-12; 2; Confidence right

