303027108286639300; 1.9783188827841702e-13; 0; Median
290377500727350000; 2.628773005589459e-13; 0; Standard error +1
290377500727350000; 1.3671068807246833e-13; 0; Standard error -1
215443469003187780; 1.3478129649084582e-13; 0; Confidence left
426215882901529000; 2.628773005589459e-13; 0; Confidence right
1089022962263723800; 4.0265979825491074e-13; 1; Median
1043562629775383900; 5.663519755461317e-13; 1; Standard error +1
1136463666385719600; 2.4138820729042066e-13; 1; Standard error -1
774263682681121400; 5.663519755461317e-13; 1; Confidence left
1531740463702073600; 2.3798150674918666e-13; 1; Confidence right
4.084238652674484e+22; 8.079926448383042e-12; 2; Median
4.084238652674484e+22; 8.552611906880431e-12; 2; Standard error +1
4.084238652674484e+22; 7.525636023261663e-12; 2; Standard error -1
3.1622776601683536e+22; 8.43190929286632e-12; 2; Confidence left
5.054796821191183e+22; 8.552611906880431e-12; 2; Confidence right
1.3478129649084471e+23; 3.804056104782538e-12; 3; Median
1.3478129649084471e+23; 4.775428485640607e-12; 3; Standard error +1
1.2915496650148721e+23; 2.8627941656659685e-12; 3; Standard error -1
9.58255854960256e+22; 2.8627941656659685e-12; 3; Confidence left
1.8957356524063636e+23; 2.8627941656659685e-12; 3; Confidence right

