570892459958753.4; 9.058477599821118e-13; 0; Median
355272668262430.5; 9.058477599821118e-13; 0; Confidence left
772041150841528.6; 9.058477599821118e-13; 0; Confidence right
7205728633211949000; 7.75479911640117e-12; 1; Median
4681790596614274000; 7.75479911640117e-12; 1; Confidence left
11578982884692056000; 7.75479911640117e-12; 1; Confidence right
1.317802075659792e+24; 1.861824111432416e-12; 2; Median
8.56217834458284e+23; 1.861824111432416e-12; 2; Confidence left
2.1175939944708678e+24; 1.888311419959205e-12; 2; Confidence right
7.720411508415223e+24; 1.201585285122554e-12; 3; Median
4.804497149737875e+24; 1.201585285122554e-12; 3; Confidence left
1.1882460165261852e+25; 1.184730671083854e-12; 3; Confidence right

