1.360261699901694e+24; 9.131355066483246e-12; 0; Median
1.360261699901694e+24; 1.0777556920301218e-11; 0; Standard error +1
1.360261699901694e+24; 7.587195955916542e-12; 0; Standard error -1
9.809247392683572e+23; 7.587195955916542e-12; 0; Confidence left
1.8862934312366707e+24; 7.587195955916542e-12; 0; Confidence right
4.267905426995764e+23; 1.0466875855741957e-11; 1; Median
4.267905426995764e+23; 1.1651870896122634e-11; 1; Standard error +1
4.267905426995764e+23; 9.311165907733243e-12; 1; Standard error -1
3.0777121920732723e+23; 9.311165907733243e-12; 1; Confidence left
5.918362600860746e+23; 9.311165907733243e-12; 1; Confidence right
1.3390817910330046e+23; 1.1881314685430354e-11; 2; Median
1.3390817910330046e+23; 1.297102375638005e-11; 2; Standard error +1
1.3390817910330046e+23; 1.0569428142910497e-11; 2; Standard error -1
9.947826714102782e+22; 1.0569428142910497e-11; 2; Confidence left
1.856922963056844e+23; 1.0569428142910497e-11; 2; Confidence right
4.201452149651789e+22; 9.131355066483246e-12; 3; Median
4.201452149651789e+22; 1.1315986272094753e-11; 3; Standard error +1
4.201452149651789e+22; 6.882355904657887e-12; 3; Standard error -1
3.1211923134350054e+22; 6.882355904657887e-12; 3; Confidence left
6.001973773084916e+22; 6.882355904657887e-12; 3; Confidence right

