181320975643014430; 4.683522566599173e-14; 0; Median
187154602468645760; 6.257167344639764e-14; 0; Standard error +1
164888608842055680; 3.227179593767411e-14; 0; Standard error -1
133508082252405380; 6.257167344639764e-14; 0; Confidence left
256876961853071140; 3.2049980819123317e-14; 0; Confidence right
537794050060737540; 8.83376434100633e-14; 1; Median
526559779909680060; 1.1720755367623973e-13; 1; Standard error +1
537794050060737540; 6.129029162257155e-14; 1; Standard error -1
383639255050600700; 1.1720755367623973e-13; 1; Confidence left
738143224158244400; 6.129029162257155e-14; 1; Confidence right
4.2314901500408275e+22; 3.58636552448639e-12; 2; Median
4.2314901500408275e+22; 3.816038943278874e-12; 2; Standard error +1
4.2314901500408275e+22; 3.3473486008900765e-12; 2; Standard error -1
2.955507532890654e+22; 3.5372343147641294e-12; 2; Confidence left
6.058353325318695e+22; 3.561715204574948e-12; 2; Confidence right
1.3801257961745588e+23; 1.8624956900640286e-12; 3; Median
1.3801257961745588e+23; 2.4541986215648144e-12; 3; Standard error +1
1.533769938885621e+23; 1.2657707992021245e-12; 3; Standard error -1
9.639564414184675e+22; 1.2570707225027811e-12; 3; Confidence left
1.89427626582555e+23; 2.4541986215648144e-12; 3; Confidence right
4.315264229673421e+23; 1.1026758339562554e-12; 4; Median
4.315264229673421e+23; 1.578362004061569e-12; 4; Standard error +1
4.315264229673421e+23; 6.394614302866973e-13; 4; Standard error -1
3.0783247866566125e+23; 6.394614302866973e-13; 4; Confidence left
5.922867780381942e+23; 1.5892857096644781e-12; 4; Confidence right
839642756817608.6; 1.2050921270128914e-13; 5; Median
864626036400959.5; 1.494945202168978e-13; 5; Standard error +1
864626036400959.5; 1.009383306330108e-13; 5; Standard error -1
540864024438548.5; 1.009383306330108e-13; 5; Confidence left
1211341477224682.8; 1.5021226175501715e-13; 5; Confidence right

